"filename", "language", "C++", "CMake", "Dart", "JSON", "YAML", "Markdown", "Swift", "XML", "Properties", "HTML", "comment", "blank", "total"
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\appbar_theme.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\bottom_sheet.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\checkbox_theme.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\chip_theme.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 2, 24
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\s_elevated_theme.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 2, 42
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\custom_theme\text_theme.dart", "Dart", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 6, 124
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\outline__button_theme.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 2, 36
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\text_field_theme.dart", "Dart", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 1, 4, 71
"d:\Profesional Flutter project Structure\s_store\lib\utils\theme\thme.dart", "Dart", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"d:\Profesional Flutter project Structure\s_store\lib\utils\validators\validation.dart", "Dart", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 3, 6, 55
"d:\Profesional Flutter project Structure\s_store\linux\CMakeLists.txt", "CMake", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"d:\Profesional Flutter project Structure\s_store\linux\flutter\CMakeLists.txt", "CMake", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugin_registrant.cc", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 16
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Profesional Flutter project Structure\s_store\linux\flutter\generated_plugins.cmake", "CMake", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Profesional Flutter project Structure\s_store\linux\runner\CMakeLists.txt", "CMake", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"d:\Profesional Flutter project Structure\s_store\linux\runner\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Profesional Flutter project Structure\s_store\linux\runner\my_application.cc", "C++", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 145
"d:\Profesional Flutter project Structure\s_store\linux\runner\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"d:\Profesional Flutter project Structure\s_store\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 4, 23
"d:\Profesional Flutter project Structure\s_store\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 4, 13
"d:\Profesional Flutter project Structure\s_store\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\Profesional Flutter project Structure\s_store\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"d:\Profesional Flutter project Structure\s_store\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"d:\Profesional Flutter project Structure\s_store\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\Profesional Flutter project Structure\s_store\pubspec.yaml", "YAML", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 14, 69
"d:\Profesional Flutter project Structure\s_store\splash.yaml", "YAML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 6, 17
"d:\Profesional Flutter project Structure\s_store\test\widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 6, 30
"d:\Profesional Flutter project Structure\s_store\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 15, 18, 117
"d:\Profesional Flutter project Structure\s_store\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\Profesional Flutter project Structure\s_store\windows\CMakeLists.txt", "CMake", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"d:\Profesional Flutter project Structure\s_store\windows\flutter\CMakeLists.txt", "CMake", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugin_registrant.cc", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\Profesional Flutter project Structure\s_store\windows\flutter\generated_plugins.cmake", "CMake", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"d:\Profesional Flutter project Structure\s_store\windows\runner\CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"d:\Profesional Flutter project Structure\s_store\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"d:\Profesional Flutter project Structure\s_store\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\Profesional Flutter project Structure\s_store\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\Profesional Flutter project Structure\s_store\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\Profesional Flutter project Structure\s_store\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"d:\Profesional Flutter project Structure\s_store\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\Profesional Flutter project Structure\s_store\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"d:\Profesional Flutter project Structure\s_store\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 567, 467, 6184, 336, 68, 18, 65, 541, 8, 84, 476, 886, 9700
